Series Name,Series Code,Code,2010AG.LND.ARBL.ZS,2011AG.LND.ARBL.ZS,2012AG.LND.ARBL.ZS,2013AG.LND.ARBL.ZS,2014AG.LND.ARBL.ZS,2010AG.SRF.TOTL.K2,2011AG.SRF.TOTL.K2,2012AG.SRF.TOTL.K2,2013AG.SRF.TOTL.K2,2014AG.SRF.TOTL.K2,2010EN.POP.DNST,2011EN.POP.DNST,2012EN.POP.DNST,2013EN.POP.DNST,2014EN.POP.DNST,2010IT.NET.USER.P2,2011IT.NET.USER.P2,2012IT.NET.USER.P2,2013IT.NET.USER.P2,2014IT.NET.USER.P2,2010MS.MIL.TOTL.TF.ZS,2011MS.MIL.TOTL.TF.ZS,2012MS.MIL.TOTL.TF.ZS,2013MS.MIL.TOTL.TF.ZS,2014MS.MIL.TOTL.TF.ZS,2010NY.GDP.MKTP.CD,2011NY.GDP.MKTP.CD,2012NY.GDP.MKTP.CD,2013NY.GDP.MKTP.CD,2014NY.GDP.MKTP.CD,2010NY.GDP.MKTP.KD.ZG,2011NY.GDP.MKTP.KD.ZG,2012NY.GDP.MKTP.KD.ZG,2013NY.GDP.MKTP.KD.ZG,2014NY.GDP.MKTP.KD.ZG,2010NY.GDP.PCAP.KD.ZG,2011NY.GDP.PCAP.KD.ZG,2012NY.GDP.PCAP.KD.ZG,2013NY.GDP.PCAP.KD.ZG,2014NY.GDP.PCAP.KD.ZG,2010NY.GDP.PCAP.CD,2011NY.GDP.PCAP.CD,2012NY.GDP.PCAP.CD,2013NY.GDP.PCAP.CD,2014NY.GDP.PCAP.CD,2010SL.TLF.TOTL.FE.ZS,2011SL.TLF.TOTL.FE.ZS,2012SL.TLF.TOTL.FE.ZS,2013SL.TLF.TOTL.FE.ZS,2014SL.TLF.TOTL.FE.ZS,2010SL.TLF.TOTL.IN,2011SL.TLF.TOTL.IN,2012SL.TLF.TOTL.IN,2013SL.TLF.TOTL.IN,2014SL.TLF.TOTL.IN,2010SL.UEM.TOTL.FE.ZS,2011SL.UEM.TOTL.FE.ZS,2012SL.UEM.TOTL.FE.ZS,2013SL.UEM.TOTL.FE.ZS,2014SL.UEM.TOTL.FE.ZS,2010SL.UEM.TOTL.ZS,2011SL.UEM.TOTL.ZS,2012SL.UEM.TOTL.ZS,2013SL.UEM.TOTL.ZS,2014SL.UEM.TOTL.ZS,2010SP.POP.GROW,2011SP.POP.GROW,2012SP.POP.GROW,2013SP.POP.GROW,2014SP.POP.GROW,2010SP.POP.TOTL,2011SP.POP.TOTL,2012SP.POP.TOTL,2013SP.POP.TOTL,2014SP.POP.TOTL,2010SP.POP.TOTL.FE.ZS,2011SP.POP.TOTL.FE.ZS,2012SP.POP.TOTL.FE.ZS,2013SP.POP.TOTL.FE.ZS,2014SP.POP.TOTL.FE.ZS,2010SP.RUR.TOTL,2011SP.RUR.TOTL,2012SP.RUR.TOTL,2013SP.RUR.TOTL,2014SP.RUR.TOTL
,,SGP,0.911680912,0.894886364,0.892351275,0.806223479,..,712,714,716,717,717,7231.766382,7363.210227,7524.645892,7636.775106,7736.492221,71,71,72,81,82,5.230676374,5.079688473,4.891153606,4.81315439,..,2.36E+11,2.75E+11,2.90E+11,3.02E+11,3.08E+11,15.24037704,6.207448728,3.414361301,4.443213647,2.918389477,13.21781955,4.015154225,0.90900999,2.764136942,1.591854849,46569.68854,53122.24973,54578.17678,55979.75705,56286.79949,43.50582272,43.92061782,44.20257462,44.23725851,..,2819903,2905690,3017693,3066596,..,3.299999952,3,3,3,..,3.099999905,2.900000095,2.799999952,2.799999952,..,1.770661207,2.08576428,2.452462354,1.62070839,1.297297588,5076700,5183700,5312400,5399200,5469700,50.65522259,50.67222588,50.67475871,50.66853728,50.66100847,0,0,0,0,0
,,NCL,0.371991247,0.355579869,0.328227571,0.33916849,..,18580,18580,18580,18580,18580,13.6761488,13.89496718,14.11378556,14.33260394,14.55142232,42,50,58,66,70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.98708606,39.98278752,40.02701286,40.18052588,..,108410,110385,112539,114665,..,..,..,..,..,..,..,..,..,..,..,1.513394258,1.587334916,1.56253179,1.538491884,1.515180502,250000,254000,258000,262000,266000,49.28332217,49.2850994,49.33136859,49.40676017,49.48729792,81817,81531,81247,80968,80696
,,NZL,1.89510463,1.788766093,1.933082678,2.077399263,..,267710,267710,267710,267710,267710,16.52310964,16.64957654,16.74110364,16.87022901,17.12696062,80.46,81.23,82,82.78,85.5,0.413138955,0.360884966,0.359754761,0.354513351,..,1.45E+11,1.66E+11,1.74E+11,1.88E+11,..,1.441475845,2.21839831,2.177812333,2.474918471,..,0.319970113,1.441967502,1.61918497,1.690571602,..,33394.06934,37896.85961,39573.81053,42408.96414,..,46.76192254,46.89419444,47.23744109,47.2201774,..,2341343,2369176,2376619,2397653,..,6.800000191,6.800000191,7.300000191,6.900000095,..,6.5,6.5,6.900000095,6.199999809,..,1.111726056,0.762479795,0.548220797,0.768347998,1.510339485,4350700,4384000,4408100,4442100,4509700,50.91264027,50.93816913,50.98522662,51.04260073,51.09434316,601919,605737,608318,611988,620039
,,JPN,11.7459882,11.66902114,11.64691683,11.62222954,..,377950,377955,377960,377962,377962,351.309834,350.6117787,349.9053352,349.294001,348.7266842,78.21,79.05411352,79.4964,89.71,90.58,0.390138984,0.396751012,0.398052045,0.396281271,..,5.50E+12,5.91E+12,5.95E+12,4.92E+12,4.60E+12,4.652030143,-0.45272483,1.753689775,1.613366904,-0.10447889,4.63323576,-0.255897871,1.957727632,1.791210575,0.058033492,42909.23415,46203.70952,46679.26543,38633.70806,36194.41561,42.47903356,42.07352233,42.22819852,42.63777047,..,66740831,65553960,65267847,65559495,..,4.5,4.099999905,4,3.700000048,..,5,4.5,4.300000191,4,..,0.017960542,-0.197526884,-0.200320559,-0.174866976,-0.162550166,128070000,127817277,127561489,127338621,127131800,51.28977973,51.30483549,51.31989764,51.33501318,51.35016829,12138475,11186568,10329929,9561857,8872528
,,CHL,1.709408606,1.731465492,1.798147222,1.760516024,..,756096,756096,756096,756096,756096,22.884083,23.134586,23.38626582,23.63830071,23.88955284,45,52.24960729,61.41815456,66.5,72.35,1.294330905,1.247221401,1.256055644,1.233270356,..,2.18E+11,2.51E+11,2.65E+11,2.77E+11,2.58E+11,5.753708903,5.839640585,5.457130618,4.226190624,1.894049024,4.603311929,4.693601145,4.322215285,3.114916341,0.822404979,12785.05187,14582.17052,15253.33083,15741.71166,14528.32581,39.66773547,40.40398673,40.64638683,40.6706759,..,8017347,8318491,8447078,8603142,..,9.600000381,8.699999809,7.900000095,7,..,8.100000381,7.099999905,6.400000095,6,..,1.093767575,1.088712405,1.082019205,1.071938836,1.057293581,17015048,17201305,17388437,17575833,17762647,50.68122053,50.6799862,50.67768311,50.67416719,50.66930058,1942098,1928266,1915162,1902584,1890656
,,PRK,19.93189934,19.51665144,19.51665144,19.51665144,..,120540,120540,120540,120540,120540,203.4756748,204.5624035,205.6586081,206.7577859,207.8462918,0,0,0,..,0,9.307045575,9.221442133,9.135323421,9.068527422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.03219765,48.00525629,47.91603664,47.88800638,..,14816732,14954277,15095251,15206438,..,3.900000095,3.900000095,4,4,..,4.5,4.5,4.599999905,4.599999905,..,0.5266798,0.532661683,0.534447146,0.533043995,0.525083325,24500506,24631359,24763353,24895705,25026772,51.145209,51.13740172,51.12948557,51.12140829,51.11314795,9748751,9774709,9797373,9816625,9831767
,,KHM,22.66032178,22.66032178,23.22682982,23.48175844,..,181040,181040,181040,181040,181040,81.37087016,82.67107976,84.02591774,85.42127804,86.8351235,1.26,3.1,4.94,6.8,9,2.421290344,2.368731066,2.315741486,2.264886598,..,11242275199,12829541141,14054443213,15227991395,16709432403,5.963078575,7.069569946,7.313345505,7.356665149,7.031709556,4.345634365,5.385633024,5.58301991,5.602989346,5.289024221,782.6927899,879.1512441,947.5594381,1009.909922,1090.115093,50.20592992,50.09162891,50.03522033,49.91969894,..,7900746,8076054,8260853,8446339,..,0.400000006,0.300000012,0.200000003,0.300000012,..,0.400000006,0.300000012,0.200000003,0.300000012,..,1.538192192,1.585249184,1.62554555,1.646993135,1.641596126,14363586,14593099,14832255,15078564,15328136,51.28533362,51.2628195,51.24869415,51.24020431,51.23318974,11518160,11679295,11845484,12014751,12183722
,,GRD,8.823529412,8.823529412,8.823529412,8.823529412,..,340,340,340,340,340,307.8735294,309.0294118,310.2235294,311.4764706,312.7911765,27,30,32,35,37.38,..,..,..,..,..,771111111.1,778518518.5,800000000,835555555.6,882222222.2,-0.476947536,0.745473908,-1.162790698,2.459893048,1.513569937,-0.837286836,0.368649208,-1.543236552,2.047739223,1.086893939,7366.576336,7409.5224,7584.66381,7889.894011,8295.538484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.362723211,0.374737622,0.385664418,0.403069929,0.421200052,104677,105070,105476,105902,106349,50.04060109,49.99524127,49.95259585,49.91218296,49.87446991,67327,67629,67925,68219,68510
,,GRL,0.002192715,0.002192715,0.002192715,0.002192715,..,410450,410450,410450,410450,410450,0.138640517,0.138603971,0.138409063,0.137612377,0.137154343,63,64,64.8960101,65.8,66.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,56905,56890,56810,56483,56295,..,..,..,..,..,8887,8673,8408,8115,7856
,,GEO,5.972082314,5.790761261,5.756223917,6.490142467,..,69700,69700,69700,69700,69700,77.90335561,78.43783897,78.5664299,78.50519612,78.80086777,26.9,31.52,36.94,43.3,48.9,1.366632622,1.352112158,1.342644549,1.338525793,..,11638536834,14434619982,15846474596,16140047012,16529963187,6.253028626,7.199999063,6.182117328,3.319930795,4.766442435,5.253207862,6.469527436,6.008327371,3.400519973,4.373344396,2613.756925,3219.605871,3528.731511,3596.90832,3669.981392,46.60240473,46.58576006,46.4869197,46.4554513,..,2367498,2392553,2409424,2416838,..,15.10000038,14,13.89999962,13.19999981,..,16.29999924,15.10000038,15,14.30000019,..,0.945436152,0.683742306,0.163805676,-0.07796924,0.375919387,4452800,4483350,4490700,4487200,4504100,52.52333339,52.4642664,52.41362481,52.37019277,52.33101036,2098649,2106457,2103354,2095119,2095848
,,BEL,27.54293263,27.21268164,26.48612946,26.94848085,..,30530,30530,30530,30530,30530,360.6430647,364.8528402,367.5114267,369.3136394,370.7135733,75,81.609996,80.71999055,82.1702,85,0.729564448,0.699061512,0.625860941,0.75666226,..,4.84E+11,5.28E+11,4.99E+11,5.25E+11,5.33E+11,2.501054567,1.618317967,0.092812881,0.291113561,1.06654615,1.339226543,0.445817026,-0.631260942,-0.198296787,0.684886294,44360.90169,47801.5969,44818.04505,46927.24898,47516.52114,45.41987826,45.3870563,45.45244751,45.73660163,..,4898265,4870816,4905243,4955976,..,8.5,7.199999809,7.400000095,8.100000381,..,8.300000191,7.099999905,7.5,8.399999619,..,1.139951926,1.160536579,0.726031655,0.489184301,0.378347065,10920272,11047744,11128246,11182817,11225207,50.9990322,50.97593632,50.94763573,50.91114398,50.86279371,257609,255534,252389,248706,244934
,,MRT,0.436596488,0.388085767,0.388085767,0.436596488,..,1030700,1030700,1030700,1030700,1030700,3.484428059,3.573514117,3.664564859,3.757333851,3.851387407,4,4.5,5,6.2,10.7,1.837296682,1.782153337,1.729601487,1.678162955,..,4337791531,5123097509,4845165274,5057754939,5061180371,4.77369717,4.385441191,5.969023853,5.675564581,6.418888813,2.163456872,1.783160308,3.336089618,3.066423102,3.820065624,1207.827457,1390.928622,1282.785101,1306.007652,1274.976949,26.43171806,26.46638739,26.59438564,26.62942781,..,1135908,1169933,1205480,1242430,..,28.20000076,28.20000076,28.10000038,28,..,31.10000038,31.10000038,31.10000038,31,..,2.522871021,2.524554247,2.516014143,2.500002419,2.472382509,3591400,3683221,3777067,3872684,3969625,49.7337807,49.72367936,49.71262093,49.70121497,49.69028561,1555723,1570967,1586368,1601897,1617424
